"from_id","to_id","strength"
50965,2092,1
50966,2092,1
50967,2092,1
50968,2092,1
50969,2092,1
50970,2093,1
50971,2093,1
50972,2093,1
50973,2093,1
50974,2093,1
50975,2093,1
50976,2093,1
50977,2093,1
50978,2093,1
50979,2093,1
50980,2093,1
50981,2094,1
50982,2094,1
50983,2094,1
50984,2094,1
50985,2094,1
50986,2094,1
50987,2094,1
50988,2094,1
50989,2094,1
50990,2095,1
50991,2095,1
50992,2095,1
50993,2095,1
50994,2095,1
50995,2095,1
50996,2095,1
50997,2095,1
50998,2095,1
50999,2095,1
51000,2095,1
51001,2096,1
51002,2096,1
51003,2096,1
51004,2096,1
51005,2096,1
51006,2096,1
51007,2096,1
51008,2096,1
51009,2096,1
51010,2097,1
51011,2097,1
51012,2097,1
51013,2097,1
51014,2097,1
51015,2097,1
51016,2097,1
51017,2097,1
51018,2097,1
51019,2097,1
51020,2098,1
51021,2098,1
51022,2098,1
51023,2098,1
51024,2098,1
51025,2098,1
51026,2098,1
51027,2098,1
51028,2098,1
51029,2098,1
51030,2099,1
51031,2099,1
51032,2099,1
51033,2099,1
51034,2099,1
51035,2099,1
51036,2099,1
51037,2099,1
51038,2099,1
51039,2099,1
51040,2099,1
51041,2100,1
51042,2100,1
51043,2100,1
51044,2100,1
51045,2100,1
51045,2102,1
51046,2100,1
51047,2100,1
51048,2100,1
51049,2100,1
51050,2100,1
51051,2101,1
51052,2101,1
51053,2101,1
51054,2101,1
51055,2101,1
51056,2101,1
51057,2101,1
51058,2101,1
51059,2101,1
51060,2101,1
51061,2102,1
51062,2102,1
51063,2102,1
51064,2102,1
51065,2102,1
51066,2102,1
51067,2102,1
51068,2102,1
